
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |     Rel. |    Aki    | Acc. |            Ei           Ek            |         Lower level         |         Upper level          |Type|
          |               Wavelength |     Int. |    s^-1   |      |           (eV)         (eV)           |-----------------------------|------------------------------|    |
          |                Vac (nm)  |          |           |      |                                       | Conf.             | Term    | Conf.              | Term    |    |
Xe III    |              112.4428    |        7 |           |      |    15.116494      -     26.142996     | 5s2.5p3.(4S*).5d  | 3D*     | 5p6                | 1S      |    |
Xe IV     |              112.535     |       11 |           |      |    13.25679       -     24.27420      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 4D*     |    |
Xe III    |              112.7018    |        2 |           |      |    12.182993      -     23.184106     | 5s.5p5            | 3P*     | 5s2.5p3.(2D*).4f   | 3D      |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe V      |              112.806     |        3 |           |      |    18.07776       -     29.06879      | 5s.5p3            | 1D*     | 5s2.5p.(2P*).6p    | 3P      |    |
Xe I      |              112.9310    |        a | 4.4e+06   |      |     0.000000      -     10.9787724    | 5p6               | 1S      | 5p5.(2P*<3/2>).6d  | 2[1/2]* |    |
Xe III    |              113.0348    |       12 |           |      |     1.214346      -     12.182993     | 5s2.5p4           | 3P      | 5s.5p5             | 3P*     |    |
Xe III    |              113.1838    |        0 |           |      |    12.182993      -     23.137218     | 5s.5p5            | 3P*     | 5s2.5p3.(2D*).4f   | 3F      |    |
Xe V      |              113.232     |        5 |           |      |    19.40437       -     30.35397      | 5s2.5p.(2P*).5d   | 3F*     | 5s2.5p.(2P*).6p    | 3P      |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe III    |              113.5613    |        7 |           |      |    12.182993      -     23.100844     | 5s.5p5            | 3P*     | 5s2.5p3.(2P*).6p   | 3P      |    |
Xe VI     |              113.6412    |       14 |           |      |    22.60331       -     33.51363      | 5s2.5d            | 2D      | 5s2.6p             | 2P*     |    |
Xe IV     |              113.806     |        6 |           |      |    12.35674       -     23.25112      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 4D*     |    |
Xe IV     |              113.944     |        2 |           |      |    16.49329       -     27.37445      | 5s2.5p2.(3P).5d   | 2P      | 5s2.5p2.(1D).4f    | 2P*     |    |
