
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |  Rel. |     Aki    | Acc. |                Ei           Ek               |   Lower level   |   Upper level   |Type|
          |                Wavelength |  Int. |     s^-1   |      |               (eV)         (eV)              |-----------------|-----------------|    |
          |                 Vac (nm)  |       |            |      |                                              | Conf.    | Term | Conf.    | Term |    |
Li II     |            224.921        |    w* |            |      |    69.585422          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
Li II     |            228.682        |     * |            |      |    69.369199          -     74.789275        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
Li II     |            228.682        |     * |            |      |    69.369199          -     74.789227        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            228.682        |     * |            |      |    69.369332          -     74.789357        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
Li II     |            228.682        |     * |            |      |    69.369332          -     74.789275        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
Li II     |            228.682        |     * |            |      |    69.369332          -     74.789227        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
Li II     |            228.682        |     * |            |      |    69.369444          -     74.789227        | 1s.3p    | 3P*  | 1s.8d    | 3D   |    |
Li II     |            230.257        |     * |            |      |    69.585279          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            230.257        |     * |            |      |    69.585279          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
Li II     |            230.257        |     * |            |      |    69.585356          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
Li II     |            230.257        |     * |            |      |    69.585356          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
Li II     |            230.257        |     * |            |      |    69.585356          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
Li II     |            230.257        |     * |            |      |    69.585422          -     74.968226        | 1s.3d    | 3D   | 1s.9f    | 3F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            230.333        |     * |            |      |    69.369199          -     74.750439        | 1s.3p    | 3P*  | 1s.8s    | 3S   |    |
Li II     |            230.333        |     * |            |      |    69.369332          -     74.750439        | 1s.3p    | 3P*  | 1s.8s    | 3S   |    |
Li II     |            230.333        |     * |            |      |    69.369444          -     74.750439        | 1s.3p    | 3P*  | 1s.8s    | 3S   |    |
Li I      |            230.459        |     * |            |      |     0.00000           -      5.378225        | 1s2.2s   | 2S   | 1s2.32p  | 2P*  |    |
Li I      |            230.459        |     * |            |      |     0.00000           -      5.378225        | 1s2.2s   | 2S   | 1s2.32p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            230.492        |     * |            |      |     0.00000           -      5.377450        | 1s2.2s   | 2S   | 1s2.31p  | 2P*  |    |
Li I      |            230.492        |     * |            |      |     0.00000           -      5.377450        | 1s2.2s   | 2S   | 1s2.31p  | 2P*  |    |
Li I      |            230.536        |     * |            |      |     0.00000           -      5.376415        | 1s2.2s   | 2S   | 1s2.30p  | 2P*  |    |
Li I      |            230.536        |     * |            |      |     0.00000           -      5.376415        | 1s2.2s   | 2S   | 1s2.30p  | 2P*  |    |
