
----------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Observed  |  Rel. |     Aki    | Acc. |              Ei           Ek               |        Lower level         |      Upper level      |Type|
                 Wavelength |  Int. |     s^-1   |      |             (eV)         (eV)              |----------------------------|-----------------------|    |
                  Vac (nm)  |       |            |      |                                            | Conf.               | Term | Conf.          | Term |    |
                 544.090    |     * |            |      |     14.806341       -     [17.084541]      | 1s2.4d              | 2D   | 1s2.7p         | 2P*  |    |
                 544.090    |     * |            |      |     14.806341       -     [17.084522]      | 1s2.4d              | 2D   | 1s2.7p         | 2P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 544.090    |     * |            |      |     14.806371       -     [17.084541]      | 1s2.4d              | 2D   | 1s2.7p         | 2P*  |    |
                 627.9427   |  210* | 1.11e+07   | A    |     14.724426       -      16.698334       | 1s2.4p              | 2P*  | 1s2.6d         | 2D   |    |
                 627.9730   |  410* | 2.23e+06   | A    |     14.724526       -      16.698334       | 1s2.4p              | 2P*  | 1s2.6d         | 2D   |    |
                 627.9730   |  410* | 1.34e+07   | A    |     14.724526       -      16.698334       | 1s2.4p              | 2P*  | 1s2.6d         | 2D   |    |
                 654.7886   | 510d* |            |      |     14.806341       -      16.699332       | 1s2.4d              | 2D   | 1s2.6f         | 2F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 654.7886   | 510d* |            |      |     14.806371       -      16.699335       | 1s2.4d              | 2D   | 1s2.6f         | 2F*  |    |
                 654.7886   | 510d* |            |      |     14.806371       -      16.699332       | 1s2.4d              | 2D   | 1s2.6f         | 2F*  |    |
                 655.8365   | 510d* |            |      |     14.809489       -      16.699451       | 1s2.4f              | 2F*  | 1s2.6g         | 2G   |    |
                 655.8365   | 510d* |            |      |     14.809505       -      16.699451       | 1s2.4f              | 2F*  | 1s2.6g         | 2G   |    |
                 655.8365   | 510d* |            |      |     14.809505       -      16.699451       | 1s2.4f              | 2F*  | 1s2.6g         | 2G   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 663.644    | 110d* |            |      |     14.806341       -      16.674090       | 1s2.4d              | 2D   | 1s2.6p         | 2P*  |    |
                 663.644    | 110d* |            |      |     14.806341       -      16.674060       | 1s2.4d              | 2D   | 1s2.6p         | 2P*  |    |
                 663.644    | 110d* |            |      |     14.806371       -      16.674090       | 1s2.4d              | 2D   | 1s2.6p         | 2P*  |    |
                 675.672    |    10 | 4.89e+06   | A    |     14.724426       -      16.558887       | 1s2.4p              | 2P*  | 1s2.6s         | 2S   |    |
                 675.713    |   110 | 9.81e+06   | A    |     14.724526       -      16.558887       | 1s2.4p              | 2P*  | 1s2.6s         | 2S   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 740.120    |   210 | 2.53e+06   | A    |     14.315765       -      15.990496       | 1s2.4s              | 2S   | 1s2.5p         | 2P*  |    |
                 740.143    |   110 | 2.55e+06   | A    |     14.315765       -      15.990442       | 1s2.4s              | 2S   | 1s2.5p         | 2P*  |    |
                 934.389    |  10d* |            |      |     16.034313       -      17.360849       | 1s2.5g              | 2G   | 1s2.8h         | 2H*  |    |
                 934.389    |  10d* |            |      |     16.034313       -      17.360849       | 1s2.5g              | 2G   | 1s2.8h         | 2H*  |    |
                 934.389    |  10d* |            |      |     16.034313       -      17.360849       | 1s2.5g              | 2G   | 1s2.8h         | 2H*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 947.6426   |    10 | 1.81e+07   | A    |     14.724426       -      16.032412       | 1s2.4p              | 2P*  | 1s2.5d         | 2D   |    |
                 947.7029   |   210 | 2.17e+07   | A    |     14.724526       -      16.032427       | 1s2.4p              | 2P*  | 1s2.5d         | 2D   |    |
                1009.552    |   210 |            |      |     14.806341       -      16.034113       | 1s2.4d              | 2D   | 1s2.5f         | 2F*  |    |
                1009.573    |   310 |            |      |     14.806371       -      16.034122       | 1s2.4d              | 2D   | 1s2.5f         | 2F*  |    |
                1011.992    |  510* |            |      |     14.809489       -      16.034313       | 1s2.4f              | 2F*  | 1s2.5g         | 2G   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                1011.992    |  510* |            |      |     14.809505       -      16.034313       | 1s2.4f              | 2F*  | 1s2.5g         | 2G   |    |
                1011.992    |  510* |            |      |     14.809505       -      16.034313       | 1s2.4f              | 2F*  | 1s2.5g         | 2G   |    |
                1117.373    |   10* | 7.22e+05   | A    |     15.990496       -      17.099797       | 1s2.5p              | 2P*  | 1s2.7d         | 2D   |    |
                1117.373    |   10* | 4.33e+06   | A    |     15.990496       -      17.099797       | 1s2.5p              | 2P*  | 1s2.7d         | 2D   |    |
                1162.516    | 110d* |            |      |     16.034313       -      17.100536       | 1s2.5g              | 2G   | 1s2.7h         | 2H*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                1162.516    | 110d* |            |      |     16.034313       -      17.100536       | 1s2.5g              | 2G   | 1s2.7h         | 2H*  |    |
                1162.516    | 110d* |            |      |     16.034313       -      17.100536       | 1s2.5g              | 2G   | 1s2.7h         | 2H*  |    |
                1166.025    |   110 | 2.03e+07   | A    |     14.724526       -      15.787542       | 1s2.4p              | 2P*  | 1s2.5s         | 2S   |    |
