
-------------------------------------------------------------------------------------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |         Lower level          |          Upper level           |Type|
         Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |------------------------------|--------------------------------|    |
          Air (nm)  |       |           |      |                                 | Conf.                | Term  | Conf.                  | Term  |    |
          336.555   |   110 | 4.8e+07   | C    |    1.183383    -     4.866246   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | w 4P* |    |
          337.762   |   110 | 6.0e+07   | C    |    1.218096    -     4.887799   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | w 4P* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          340.040   |   170 | 2.5e+07   | C    |    1.080616    -     4.725743   | 3d4.(5D).4s          | a 4D  | 3d4.(a 3P).4p          | t 4D* |    |
          342.507   |   110 |           |      |                                 |                      |       |                        |       |    |
          352.974   |   230 | 4.1e+07   | C    |    1.194839    -     4.706403   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | t 4D* |    |
          353.368   |   560 | 5.2e+07   | C    |    1.218096    -     4.725743   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | t 4D* |    |
          354.350   |   110 | 6.7e+07   | C    |    1.183383    -     4.681308   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | t 4D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          355.327   |   110 | 2.2e+07   | C    |    1.218096    -     4.706403   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | t 4D* |    |
          356.618   |   110 |           |      |                                 |                      |       |                        |       |    |
          359.253   |   560 |           |      |                                 |                      |       |                        |       |    |
          360.669   |   110 |           |      |                                 |                      |       |                        |       |    |
          363.902   |   110 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          364.471   |   110 |           |      |                                 |                      |       |                        |       |    |
          366.359   |   250 | 3.1e+08   | C    |    2.028567    -     5.411824   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
          366.774   |   250 | 2.7e+08   | C    |    2.039528    -     5.418962   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
          367.120   |   170 | 2.1e+07   | C    |    1.350499    -     4.726747   | 3d3.4s2              | a 2G  | 3d4.(3H).4p            | x 2H* |    |
          367.340   |   280 | 2.7e+08   | C    |    2.054744    -     5.428965   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          367.570   |   280 | 4.3e+06   | C    |    0.275259    -     3.647376   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          367.668   |   170 | 1.3e+08   | C    |    2.124663    -     5.495858   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | f 6G  |    |
          368.011   |   300 | 2.2e+08   | C    |    2.074108    -     5.442182   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
          368.313   |   570 | 2.0e+07   | C    |    0.266964    -     3.632288   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          368.626   |   190 | 2.3e+07   | C    |    1.376298    -     4.738756   | 3d3.4s2              | a 2G  | 3d4.(3H).4p            | x 2H* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          368.747   |   470 | 2.9e+08   | C    |    2.097472    -     5.458817   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
          368.807   |  1300 | 3.5e+07   | C    |    0.286572    -     3.647376   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          369.028   |  1000 | 4.5e+07   | C    |    0.261889    -     3.620679   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          369.222   |  1500 | 5.4e+07   | C    |    0.275259    -     3.632288   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          369.534   |   450 | 2.8e+08   | C    |    2.124663    -     5.478857   | 3d3.(4F).4s.4p.(3P*) | z 6G* | 3d3.4s.(5F).4d         | e 6H  |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          369.586   |  1000 | 6.6e+07   | C    |    0.266964    -     3.620679   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
