
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |      Rel. |    Aki    | Acc. |             Ei           Ek             |           Lower level           |           Upper level           |Type|
          |               Wavelength |      Int. |    s^-1   |      |            (eV)         (eV)            |---------------------------------|---------------------------------|    |
          |                Vac (nm)  |           |           |      |                                         | Conf.                 | Term    | Conf.                 | Term    |    |
Ar IV     |             146.099      |        13 |           |      |     27.37407       -      35.86043      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar VIII   |             146.3        |           | 1.7e+09   | C    |     78.0162        -      86.4940       | 2p6.4p                | 2P*     | 2p6.4d                | 2D      |    |
Ar II     |             146.3155     |         2 |           |      |     17.62885556    -      26.102612     | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<2>).6f    | 2[5]*   |    |
Ar II     |             146.4176     |         1 |           |      |     17.77579184    -      26.243631     | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<1>).6f    | 2[3]*   |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar II     |             146.5153     |         1 |           |      |     17.62885556    -      26.0910921    | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<2>).6f    | 2[4]*   |    |
Ar III    |             146.55506    |           |           |      |     19.4550439     -      27.91494276   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
Ar III    |             146.57036    |           |           |      |     19.4559166     -      27.91494276   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
Ar II     |             146.6524     |         1 |           |      |     16.64385367    -      25.09810771   | 3s2.3p4.(3P).4s       | 4P      | 3s2.3p4.(3P).6p       | 4D*     |    |
Ar III    |             146.78533    |           |           |      |     19.4692145     -      27.91585830   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar III    |             146.8006     |         2 |           |      |     19.4692145     -      27.91494276   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
Ar IV     |             147.204      |         3 |           |      |     27.43781       -      35.86043      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar II     |             147.2594     |         1 |           |      |     16.64385367    -      25.06330011   | 3s2.3p4.(3P).4s       | 4P      | 3s2.3p4.(3P).6p       | 4P*     |    |
Ar IV     |             147.448      |        11 |           |      |     27.43781       -      35.84660      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar II     |             147.4537     |         1 |           |      |     17.69466404    -      26.1030045    | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<2>).6f    | 2[5]*   |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar IV     |             147.915      |        12 |           |      |     27.47829       -      35.86043      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar IV     |             148.160      |        10 |           |      |     27.47829       -      35.84660      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar IV     |             148.601      |        2q |           |      |     27.64303       -      35.98660      | 3s.3p4                | 2P      | 3s2.3p2.(3P).4p       | 2D*     |    |
Ar IV     |             149.532      |         3 |           |      |     27.64303       -      35.93440      | 3s.3p4                | 2P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar IV     |             149.781      |        15 |           |      |     27.37407       -      35.65175      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4D*     |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar III    |             150.0740     |         9 |           |      |     19.4692145     -      27.7306964    | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 1P      |    |
Ar IV     |             150.880      |         9 |           |      |     27.64303       -      35.86043      | 3s.3p4                | 2P      | 3s2.3p2.(3P).4p       | 4P*     |    |
