
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             135.9203   |        90 | 6.6e+08   |      |    10.5183407    -     19.6401683   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             135.9932   |        20 |           |      |                                     |           |                        |           |                         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             136.1263   |      6000 | 1.6e+09   |      |     4.4032520    -     13.5112682   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,1P<1>)*        |    |
             136.8194   |        12 | 3.5e+08   |      |    10.5183407    -     19.5802293   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             137.2573   |      1200 | 5.7e+08   |      |     6.2680912    -     15.3010568   | 5d9.6s2   | 2D                     | 5d10.5f   | 2F*                     |    |
             137.9543   |        15 |           |      |                                     |           |                        |           |                         |    |
             138.2203   |       300 | 1.5e+09   |      |     9.8821926    -     18.8522431   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             138.9812   |        60 | 7.0e+07   |      |     7.5144789    -     16.4354128   | 5d10.6p   | 2P*                    | 5d10.9s   | 2S                      |    |
             139.3791   |       40p | 6.0e+08   |      |    10.6847690    -     19.5802293   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             140.0461   |      2000 | 1.6e+09   |      |     6.2680912    -     15.1211616   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,1P<1>)*        |    |
