
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |           Upper level           |Type|
             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|---------------------------------|    |
              Air (nm)  |        |           |      |                                     | Conf.                | Term  | Conf.                | Term     |    |
            240.48508   |      6 |           |      |    0.8484191     -     6.00243969   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<9/2>).4f  | 2[7/2]*  |    |
            240.53443   |     15 |           |      |    0.8484191     -     6.00138092   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<9/2>).4f  | 2[11/2]* |    |
            240.55396   |      5 |           |      |    0.8129436     -     5.9654872    | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<5/2>).4f  | 2[1/2]*  |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            240.65424   |      5 |           |      |    0.8129436     -     5.96334087   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<5/2>).4f  | 2[5/2]*  |    |
            240.88399   |      6 |           |      |    0.8181426     -     5.96362724   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<5/2>).4f  | 2[7/2]*  |    |
            240.9272    |     00 |           |      |    0.8359952     -     5.98053763   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[9/2]*  |    |
            240.95719   |      5 |           |      |    0.8359952     -     5.97991720   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[7/2]*  |    |
            241.1369    |      7 |           |      |    0.000         -     5.1400919    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            241.1568    |      4 |           |      |    0.02109378    -     5.1607452    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
            241.15937   |     10 |           |      |    0.8129436     -     5.95255345   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<3/2>).4f  | 2[5/2]*  |    |
            241.3864    |      0 |           |      |    0.02109378    -     5.1558713    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | v 1F*    |    |
            241.47703   |      9 |           |      |    0.8181426     -     5.95099300   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<3/2>).4f  | 2[7/2]*  |    |
            241.5685    |     00 |           |      |    0.8484191     -     5.97930230   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[11/2]* |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            241.8362    |     12 | 1.2e+07   | C    |    0.000         -     5.1252273    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
            242.1305    |    15+ | 1.3e+07   | C    |    0.02109378    -     5.1400919    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
