
---------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
          |          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
          |           Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
F II      |           402.549   |   230 | 1.2e+08   | D    |    22.672295    -     25.751402   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p | 3P   |    |
F II      |           408.391   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           410.307   |   190 | 1.54e+08  | C    |    25.751402    -     28.772288   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d | 3D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           410.322   |   170 | 8.5e+07   | C    |    25.751402    -     28.772186   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d | 3D*  |    |
F II      |           410.351   |   200 | 2.05e+08  | C    |    25.751987    -     28.772555   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d | 3D*  |    |
F II      |           410.371   |   180 | 1.14e+08  | C    |    25.751770    -     28.772186   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d | 3D*  |    |
F II      |           410.387   |   170 | 5.1e+07   | C    |    25.751987    -     28.772288   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d | 3D*  |    |
F II      |           410.916   |   170 | 1.6e+08   | D    |    26.268051    -     29.284464   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p | 3D   |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           411.654   |   160 | 1.2e+08   | D    |    26.270662    -     29.281670   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p | 3D   |    |
F II      |           411.921   |   150 | 1.3e+08   | D    |    26.272283    -     29.281338   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p | 3D   |    |
F II      |           420.715   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           422.516   |  170w |           |      |                                   |                  |      |                  |      |    |
F II      |           424.412   |  150w |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           424.623   |   200 |           |      |                                   |                  |      |                  |      |    |
F II      |           424.639   |   190 |           |      |                                   |                  |      |                  |      |    |
F II      |           424.659   |   180 |           |      |                                   |                  |      |                  |      |    |
F II      |           424.677   |   170 |           |      |                                   |                  |      |                  |      |    |
F II      |           424.684   |   160 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           427.536   |  170w |           |      |                                   |                  |      |                  |      |    |
F II      |           427.753   |  160w |           |      |                                   |                  |      |                  |      |    |
F II      |           427.893   |  160w |           |      |                                   |                  |      |                  |      |    |
F II      |           429.917   |   200 | 1.7e+08   | D    |    26.665230    -     29.548332   | 2s2.2p3.(2D*).3s | 1D*  | 2s2.2p3.(2D*).3p | 1F   |    |
F III     |           442.030   |  140w |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F III     |           442.735   |  120w |           |      |                                   |                  |      |                  |      |    |
F III     |           443.232   |  120w |           |      |                                   |                  |      |                  |      |    |
F II      |           444.653   |   160 | 1.97e+08  | C'   |    28.772186    -     31.559741   | 2s2.2p3.(4S*).3d | 3D*  | 2s2.2p3.(4S*).4f | 3F   |    |
F II      |           444.672   |   170 | 2.09e+08  | C'   |    28.772288    -     31.559721   | 2s2.2p3.(4S*).3d | 3D*  | 2s2.2p3.(4S*).4f | 3F   |    |
F II      |           444.719   |   180 | 2.35e+08  | C'   |    28.772555    -     31.559697   | 2s2.2p3.(4S*).3d | 3D*  | 2s2.2p3.(4S*).4f | 3F   |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F III     |           447.999   |  140w |           |      |                                   |                  |      |                  |      |    |
F II      |           473.438   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           485.939   |   170 |           |      |                                   |                  |      |                  |      |    |
F II      |           493.326   |   160 |           |      |                                   |                  |      |                  |      |    |
F I       |           496.065   |     6 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           500.200   |   140 |           |      |                                   |                  |      |                  |      |    |
F III     |           501.254   |   150 |           |      |                                   |                  |      |                  |      |    |
F III     |           511.099   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           517.325   |   150 |           |      |                                   |                  |      |                  |      |    |
F I       |           523.041   |    15 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           527.901   |    12 |           |      |                                   |                  |      |                  |      |    |
F I       |           554.052   |    18 |           |      |                                   |                  |      |                  |      |    |
F I       |           555.243   |    12 |           |      |                                   |                  |      |                  |      |    |
F I       |           557.733   |    10 |           |      |                                   |                  |      |                  |      |    |
F II      |           558.927   |   160 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           562.406   |    20 |           |      |                                   |                  |      |                  |      |    |
F I       |           562.693   |    12 |           |      |                                   |                  |      |                  |      |    |
F I       |           565.915   |    15 |           |      |                                   |                  |      |                  |      |    |
F I       |           566.753   |    40 |           |      |                                   |                  |      |                  |      |    |
F I       |           567.167   |    90 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           568.914   |    18 |           |      |                                   |                  |      |                  |      |    |
F I       |           570.082   |    25 |           |      |                                   |                  |      |                  |      |    |
F I       |           570.731   |    25 |           |      |                                   |                  |      |                  |      |    |
F III     |           575.317   |   140 |           |      |                                   |                  |      |                  |      |    |
F III     |           576.120   |   120 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           595.015   |    12 |           |      |                                   |                  |      |                  |      |    |
F I       |           595.919   |    25 |           |      |                                   |                  |      |                  |      |    |
F I       |           596.528   |    70 |           |      |                                   |                  |      |                  |      |    |
F I       |           599.443   |    50 |           |      |                                   |                  |      |                  |      |    |
F I       |           601.583   |   150 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           603.804   |    80 |           |      |                                   |                  |      |                  |      |    |
F I       |           604.754   |   900 |           |      |                                   |                  |      |                  |      |    |
F I       |           608.011   |   100 |           |      |                                   |                  |      |                  |      |    |
F III     |           609.182   |   150 |           |      |                                   |                  |      |                  |      |    |
F III     |           612.550   |   140 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           614.976   |   800 |           |      |                                   |                  |      |                  |      |    |
F I       |           621.087   |   400 |           |      |                                   |                  |      |                  |      |    |
F III     |           623.357   |   130 |           |      |                                   |                  |      |                  |      |    |
F I       |           623.965   | 13000 | 2.9e+07   | D    |    12.696689    -     14.683178   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4S*  |    |
F II      |           624.790   |   140 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           634.851   | 10000 | 1.8e+07   | D    |    12.730751    -     14.683178   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4S*  |    |
F III     |           636.305   |   140 |           |      |                                   |                  |      |                  |      |    |
F I       |           641.365   |  8000 | 9.0e+06   | D    |    12.750582    -     14.683178   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4S*  |    |
F I       |           656.969   |   450 |           |      |                                   |                  |      |                  |      |    |
F I       |           658.039   |   300 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           665.041   |   400 |           |      |                                   |                  |      |                  |      |    |
F I       |           669.048   |  1800 |           |      |                                   |                  |      |                  |      |    |
F I       |           670.828   |   400 | 2.4e+06   | D    |    12.696689    -     14.544407   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           677.398   |  7000 | 1.4e+07   | D    |    12.696689    -     14.526485   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           679.553   |  1500 | 7.7e+06   | D    |    12.730751    -     14.554746   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           683.426   |  9000 | 2.4e+07   | D    |    12.730751    -     14.544407   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           685.603   | 50000 | 4.5e+07   | D    |    12.696689    -     14.504587   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           687.022   |  8000 | 3.8e+07   | D    |    12.750582    -     14.554746   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           690.248   | 15000 | 3.1e+07   | D    |    12.730751    -     14.526485   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
F I       |           690.982   |  6000 | 1.8e+07   | D    |    12.750582    -     14.544407   | 2s2.2p4.(3P).3s  | 4P   | 2s2.2p4.(3P).3p  | 4D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           696.635   |  4000 | 1.6e+07   | D    |    12.984995    -     14.764263   | 2s2.2p4.(3P).3s  | 2P   | 2s2.2p4.(3P).3p  | 2P*  |    |
F I       |           703.747   | 45000 | 3.8e+07   | D    |    12.984995    -     14.746283   | 2s2.2p4.(3P).3s  | 2P   | 2s2.2p4.(3P).3p  | 2P*  |    |
