
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |  Lower level  |     Upper level      |Type|
          |         Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |---------------|----------------------|    |
          |          Vac (nm)  |        |           |      |                                 | Conf.  | Term | Conf.         | Term |    |
Lu I      |           272.895  |   480w |           |      |                                 |        |      |               |      |    |
Lu II     |           273.817  |    75c |           |      |                                 |        |      |               |      |    |
Lu II     |           275.417  |   3600 | 9.2e+07   |      |    1.541783    -     6.042145   | 5d.6s  | 3D   | 5d.6p         | 3D*  |    |
Lu I      |           276.574  |   750w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu III    |           277.255  |   2000 |           |      |                                 |        |      |               |      |    |
Lu III    |           278.116  |     20 |           |      |                                 |        |      |               |      |    |
Lu III    |           278.837  |     10 |           |      |                                 |        |      |               |      |    |
Lu II     |           279.663  |   2700 |           |      |                                 |        |      |               |      |    |
Lu III    |           280.090  |    500 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           282.123  |     35 |           |      |                                 |        |      |               |      |    |
Lu II     |           283.435  |   270c |           |      |                                 |        |      |               |      |    |
Lu I      |           284.513  |   330w |           |      |                                 |        |      |               |      |    |
Lu II     |           284.751  |   3000 |           |      |                                 |        |      |               |      |    |
Lu I      |           288.514  |   570w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           289.484  |   6300 | 1.66e+08  |      |    1.760461    -     6.042145   | 5d.6s  | 3D   | 5d.6p         | 3D*  |    |
Lu II     |           290.030  |   4500 |           |      |    1.541783    -     5.815402   | 5d.6s  | 3D   | 5d.6p         | 3D*  |    |
Lu I      |           290.305  |    300 |           |      |                                 |        |      |               |      |    |
Lu II     |           291.139  |   9000 | 2.42e+08  |      |    1.760461    -     6.017800   | 5d.6s  | 3D   | 5d.6p         | 3F*  |    |
Lu I      |           294.973  |   270w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           295.169  |   1200 |           |      |                                 |        |      |               |      |    |
Lu II     |           295.578  |     60 |           |      |                                 |        |      |               |      |    |
Lu II     |           296.332  |   4200 |           |      |    1.462547    -     5.645289   | 5d.6s  | 3D   | 5d.6p         | 3D*  |    |
Lu II     |           296.982  |   2400 |           |      |                                 |        |      |               |      |    |
Lu I      |           298.927  |   1800 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu III    |           299.321  |    20p |           |      |                                 |        |      |               |      |    |
Lu II     |           302.054  |   3000 |           |      |    1.541783    -     5.645289   | 5d.6s  | 3D   | 5d.6p         | 3D*  |    |
Lu II     |           302.729  |    120 |           |      |                                 |        |      |               |      |    |
Lu II     |           305.672  |   2100 |           |      |                                 |        |      |               |      |    |
Lu III    |           305.786  |   1000 |           |      |                                 |        |      |               |      |    |
