
-----------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            136.2948  |     1 |           |      |    35.845896    -     44.942630   | 4s2.4p3.(2D*).5s | 3D*  | 4s2.4p3.(2P*).5p | 1D   |    |
            136.5985  |    24 |           |      |    36.163512    -     45.240164   | 4s2.4p3.(2D*).4d | 1F*  | 4s2.4p3.(2P*).5p | 3P   |    |
            136.8399  |     2 |           |      |    42.145969    -     51.206433   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3P*  |    |
            136.8678  |    10 |           |      |    41.838999    -     50.897603   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 3D*  |    |
            137.2252  |    18 |           |      |    39.654452    -     48.689561   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(4S*).5d | 3D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            137.2592  |   18* |           |      |    30.795604    -     39.828564   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(4S*).5p | 3P   |    |
            137.2592  |   18* |           |      |    38.897181    -     47.930045   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            137.2838  |   30p |           |      |    38.897181    -     47.928381   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            137.3669  |    16 |           |      |    38.897181    -     47.922952   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            137.7804  |    14 |           |      |    33.147302    -     42.145969   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3D   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            138.0051  |    20 |           |      |    41.992434    -     50.976453   | 4s2.4p3.(2D*).5p | 1F   | 4s2.4p3.(2D*).5d | 1G*  |    |
