
--------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |   Rel. |    Aki    | Acc. |          Ei           Ek           |  Lower level   |         Upper level         |Type|
          |            Wavelength |   Int. |    s^-1   |      |         (eV)         (eV)          |----------------|-----------------------------|    |
          |             Vac (nm)  |        |           |      |                                    | Conf.   | Term | Conf.                | Term |    |
Pb II     |             560.885   |    20c |           |      |    7.370682     -      9.580577    | 6s2.7s  | 2S   | 6s2.7p               | 2P*  |    |
Pb I      |             569.2346  |     40 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb III    |             577.941   |      3 |           |      |                                    |         |      |                      |      |    |
Pb III    |             585.796   |      6 |           |      |                                    |         |      |                      |      |    |
Pb I      |             589.5624  |    200 |           |      |                                    |         |      |                      |      |    |
Pb IV     |             591.454   |      2 |           |      |                                    |         |      |                      |      |    |
Pb I      |             600.1862  |   2000 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             600.958   |     9c |           |      |                                    |         |      |                      |      |    |
Pb I      |             601.1667  |    500 |           |      |                                    |         |      |                      |      |    |
Pb II     |             604.117   |     8c |           |      |                                    |         |      |                      |      |    |
Pb I      |             605.9356  |    500 |           |      |                                    |         |      |                      |      |    |
Pb II     |             607.574   |     40 |           |      |   11.470427     -     13.510505    | 6s2.5f  | 2F*  | 6s2.6g               | 2G   |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             608.1409  |     40 |           |      |   11.472339     -     13.510517    | 6s2.5f  | 2F*  | 6s2.6g               | 2G   |    |
Pb I      |             611.0520  |     50 |           |      |                                    |         |      |                      |      |    |
Pb II     |             615.989   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             623.5266  |    100 |           |      |                                    |         |      |                      |      |    |
Pb V      |             665.099   |      5 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             666.020   |    50c |           |      |    7.370682     -      9.231738    | 6s2.7s  | 2S   | 6s2.7p               | 2P*  |    |
Pb V      |             675.320   |      4 |           |      |                                    |         |      |                      |      |    |
Pb I      |             689.211   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             712.894   |      5 |           |      |                                    |         |      |                      |      |    |
Pb II     |             719.360   |     20 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb I      |             722.8965  |  20000 | 8.9e+05   |      |                                    |         |      |                      |      |    |
Pb I      |             730.468   |      5 |           |      |                                    |         |      |                      |      |    |
Pb I      |             733.015   |      8 |           |      |                                    |         |      |                      |      |    |
Pb I      |             734.6676  |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             755.897   |     10 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             763.256   |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             773.296   |      4 |           |      |                                    |         |      |                      |      |    |
Pb I      |             780.9259  |     20 |           |      |                                    |         |      |                      |      |    |
Pb I      |             781.797   |      5 |           |      |                                    |         |      |                      |      |    |
Pb I      |             782.901   |      6 |           |      |                                    |         |      |                      |      |    |
