
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |      Lower level       |      Upper level       |Type|
          |            Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |------------------------|------------------------|    |
          |             Vac (nm)  |       |           |      |                                     | Conf.           | Term | Conf.           | Term |    |
P IV      |             273.9309  |   500 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P IV      |             273.9872  |   250 |           |      |                                     |                 |      |                 |      |    |
P IV      |             274.0223  |   200 |           |      |                                     |                 |      |                 |      |    |
P III     |             289.5241  |   250 |           |      |                                     |                 |      |                 |      |    |
P V       |             296.100   |   300 |           |      |                                     |                 |      |                 |      |    |
P IV      |             296.1242  |   200 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P V       |             297.855   |   450 |           |      |                                     |                 |      |                 |      |    |
P V       |             317.509   |   700 | 2.34e+08  | C    |    33.842635     -     37.746402    | 2p6.4s          | 2S   | 2p6.4p          | 2P*  |    |
P III     |             318.6186  |   250 |           |      |                                     |                 |      |                 |      |    |
P V       |             320.404   |   520 | 2.28e+08  | C    |    33.842635     -     37.711140    | 2p6.4s          | 2S   | 2p6.4p          | 2P*  |    |
P III     |             321.9307  |   300 | 3.9e+08   | D    |    17.528502     -     21.378655    | 3s2.4p          | 2P*  | 3s2.4d          | 2D   |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P III     |             323.3536  |   150 | 7.7e+07   | D    |    17.545453     -     21.378655    | 3s2.4p          | 2P*  | 3s2.4d          | 2D   |    |
P III     |             323.3602  |   400 | 4.6e+08   | D    |    17.545453     -     21.378571    | 3s2.4p          | 2P*  | 3s2.4d          | 2D   |    |
P II      |             330.892   |   150 |           |      |                                     |                 |      |                 |      |    |
P IV      |             334.7736  |   650 | 2.13e+08  | C+   |    28.131783     -     31.834238    | 3s.4s           | 3S   | 3s.4p           | 3P*  |    |
P IV      |             336.4467  |   570 | 2.09e+08  | C+   |    28.131783     -     31.815828    | 3s.4s           | 3S   | 3s.4p           | 3P*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P IV      |             337.1122  |   400 | 2.1e+08   | D    |    28.131783     -     31.808561    | 3s.4s           | 3S   | 3s.4p           | 3P*  |    |
P IV      |             341.3543  |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             341.934   |   125 |           |      |                                     |                 |      |                 |      |    |
P II      |             342.500   |   100 |           |      |                                     |                 |      |                 |      |    |
P III     |             355.6546  |   200 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P III     |             357.7526  |   200 |           |      |                                     |                 |      |                 |      |    |
P IV      |             373.3393  |   200 |           |      |                                     |                 |      |                 |      |    |
P III     |             390.4812  |   200 | 7.5e+07   | D    |    22.869354     -     26.043620    | 3s.3p.(3P*).4s  | 4P*  | 3s.3p.(3P*).4p  | 4P   |    |
P III     |             391.4314  |   250 |           |      |                                     |                 |      |                 |      |    |
P III     |             395.7641  |   300 | 1.2e+08   | D    |    22.942732     -     26.074626    | 3s.3p.(3P*).4s  | 4P*  | 3s.3p.(3P*).4p  | 4P   |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P III     |             397.8307  |   350 |           |      |                                     |                 |      |                 |      |    |
