
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |          Upper level          |   Type|
          |             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|-------------------------------|       |
          |              Vac (nm)  |        |           |      |                                     | Conf.              | Term    | Conf.              | Term     |       |
Rb IV     |             142.7968   |      1 |           |      |    33.250851     -     41.933334    | 4s2.4p3.(2D).5p    | 3P      | 4s2.4p3.(2P).5d    | 3P*      |       |
Rb IV     |             142.8871   |     12 |           |      |    26.594759     -     35.271832    | 4s2.4p3.(2D).4d    | 3D*     | 4s2.4p3.(2P).5p    | 1D       |       |
Rb IV     |             142.9474   |     16 |           |      |    26.125989     -     34.799403    | 4s2.4p3.(2P).4d    | 3D*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb IV     |             143.5120   |     14 |           |      |    23.377118     -     32.016405    | 4s2.4p3.(2D).4d    | 1S*     | 4s2.4p3.(2D).5p    | 3D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             143.8590   |     10 |           |      |    26.099858     -     34.718329    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3S       |       |
Rb IV     |             144.1923   |      4 |           |      |    26.266681     -     34.865212    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb IV     |             144.3353   |      2 |           |      |    24.251528     -     32.841534    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3D       |       |
Rb IV     |             144.5747   |     14 |           |      |    25.450559     -     34.026341    | 4s2.4p3.(2P).4d    | 1D*     | 4s2.4p3.(2D).5p    | 1D       |       |
Rb IV     |             144.6318   |     14 |           |      |    26.370735     -     34.943143    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             144.9917   |     14 |           |      |    26.918703     -     35.469801    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb IV     |             145.7642   |     20 |           |      |    24.335720     -     32.841534    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3D       |       |
Rb IV     |             145.9810   |      4 |           |      |    24.251528     -     32.744687    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 1F       |       |
Rb IV     |             146.2505   |      1 |           |      |    26.465656     -     34.943143    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             146.4984   |     20 |           |      |    24.422010     -     32.885189    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3F       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             146.6980   |     14 |           |      |    26.266681     -     34.718329    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3S       |       |
Rb IV     |             147.3518   |     24 |           |      |    26.528983     -     34.943143    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             147.4428   |     20 |           |      |    24.335720     -     32.744687    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 1F       |       |
Rb IV     |             147.4697   |     14 |           |      |    26.918703     -     35.326126    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 1P       |       |
Rb IV     |             148.5124   |      8 |           |      |    26.594759     -     34.943143    | 4s2.4p3.(2D).4d    | 3D*     | 4s2.4p3.(2P).5p    | 3D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             148.7733   |     12 |           |      |    26.465656     -     34.799403    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb II     |             148.9056   |      2 |           |      |    16.7217172    -     25.0480808   | 4p5.(2P*<3/2>).5s  | 2[3/2]* | 4p5.(2P*<3/2>).5f  | 2[3/2]   |       |
Rb IV     |             149.0208   |      2 |           |      |    26.125989     -     34.445917    | 4s2.4p3.(2P).4d    | 3D*     | 4s2.4p3.(2P).5p    | 3D       |       |
