
----------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek          |       Lower level        |         Upper level          |Type|
           Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)         |--------------------------|------------------------------|    |
            Air (nm)  |       |           |      |                                  | Conf.            | Term  | Conf.             | Term     |    |
            332.500   |   100 |           |      |    0.385032    -     4.112806    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3F*    |    |
            333.569   |   120 |           |      |    1.461284    -     5.177103    | 4d7.(a 2P).5s    | a 3P  | 4d7.(a 2D).5p     | z 1D*    |    |
            333.955   |   930 |           |      |    1.087457    -     4.798977    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 5P*    |    |
            334.166   |   240 |           |      |    1.130814    -     4.839993    | 4d8              | b 3F  | 4d7.(a 2G).5p     | z 1G*    |    |
            336.115   |   200 |           |      |    2.113431    -     5.801125    | 4d7.(a 2D).5s    | a 1D  |                   | 15*      |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            336.845   |   370 |           |      |    0.336399    -     4.016090    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3F*    |    |
            337.186   |   100 |           |      |    1.123004    -     4.798977    | 4d6.5s2          | a 5D  | 4d7.(a 4P).5p     | y 5P*    |    |
            337.465   |   130 |           |      |    0.997290    -     4.670219    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | x 5D*    |    |
            337.802   |   120 |           |      |    0.00000     -     3.669258    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 7F*    |    |
            337.960   |   100 |           |      |    1.321004    -     4.988552    | 4d8              | b 3F  | 4d7.(a 2G).5p     | y 3G*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            338.018   |   130 |           |      |    0.997290    -     4.664226    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 3D*    |    |
            338.514   |   130 |           |      |    1.513481    -     5.175013    | 4d7.(a 2G).5s    | a 3G  | 4d7.(a 2H).5p     | x 3G*    |    |
            338.871   |   130 |           |      |    1.419285    -     5.076985    | 4d8              | b 3F  | 4d7.(a 2G).5p     | z 1F*    |    |
            338.950   |   100 |           |      |    0.336399    -     3.993239    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3D*    |    |
            339.254   |   370 |           |      |    0.00000     -     3.653571    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 7F*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            340.174   |   310 |           |      |    1.192764    -     4.836452    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 5P*    |    |
            340.928   |   310 |           |      |    0.997290    -     4.632920    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | x 5D*    |    |
            341.735   |  3100 |           |      |    0.259318    -     3.886382    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 5G*    |    |
            342.831   |  4900 |           |      |    0.00000     -     3.615436    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 7F*    |    |
            343.077   |   490 |           |      |    0.336399    -     3.949256    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3G*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            343.274   |   310 |           |      |    1.130814    -     4.741575    | 4d8              | b 3F  | 4d7.(a 2G).5p     | y 3F*    |    |
            343.674   |  6400 | 7.28e+07  |      |    0.147621    -     3.754202    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 5G*    |    |
            343.837   |   260 |           |      |    0.997290    -     4.602157    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | z 3P*    |    |
            344.020   |   220 |           |      |    0.927782    -     4.530707    | 4d6.5s2          | a 5D  | 4d7.(a 4P).5p     | x 5D*    |    |
            347.375   |   260 |           |      |    1.321004    -     4.889155    | 4d8              | b 3F  | 4d7.(a 2G).5p     | y 3F*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            348.130   |   240 |           |      |    0.997290    -     4.557701    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 3D*    |    |
