
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |   Lower level    |   Upper level    |Type|
          |          Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |------------------|------------------|    |
          |           Vac (nm)  |        |           |      |                                 | Conf.     | Term | Conf.     | Term |    |
Br II     |           429.139   |    300 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br I      |           436.514   |   2000 | 7.5e+05   |      |                                 |           |      |           |      |    |
Br II     |           436.560   |   1000 |           |      |                                 |           |      |           |      |    |
Br I      |           442.514   |   1500 | 4.2e+05   |      |                                 |           |      |           |      |    |
Br I      |           444.174   |  10000 | 7.5e+05   |      |                                 |           |      |           |      |    |
Br I      |           447.261   |  10000 | 9.3e+05   |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br I      |           447.772   |  20000 | 1.3e+06   |      |                                 |           |      |           |      |    |
Br I      |           449.042   |   1000 |           |      |                                 |           |      |           |      |    |
Br III    |           450.655   |    350 |           |      |                                 |           |      |           |      |    |
Br I      |           451.344   |   3000 | 2.8e+05   |      |                                 |           |      |           |      |    |
Br III    |           451.974   |    200 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br I      |           452.559   |  15000 | 7.2e+05   |      |                                 |           |      |           |      |    |
Br II     |           452.960   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           454.292   |    500 |           |      |                                 |           |      |           |      |    |
Br I      |           457.574   |   3000 | 1.6e+06   |      |                                 |           |      |           |      |    |
Br II     |           460.136   |    300 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br I      |           461.458   |   2500 | 5.4e+05   |      |                                 |           |      |           |      |    |
Br II     |           462.270   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           464.202   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           465.198   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           467.870   |    500 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           469.317   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           470.485   |    500 | 1.1e+08   |      |                                 |           |      |           |      |    |
Br II     |           471.976   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           472.036   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           472.820   |    300 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           473.541   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           474.264   |    400 |           |      |                                 |           |      |           |      |    |
Br I      |           475.228   |   2500 |           |      |                                 |           |      |           |      |    |
Br II     |           476.600   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           477.940   |    400 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br I      |           478.031   |   4000 |           |      |                                 |           |      |           |      |    |
Br I      |           478.519   |   1600 |           |      |                                 |           |      |           |      |    |
Br II     |           478.550   |    500 | 9.4e+07   |      |                                 |           |      |           |      |    |
Br II     |           480.233   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           481.670   |    500 | 1.1e+08   |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           481.846   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           484.481   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           484.875   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           492.112   |    400 |           |      |                                 |           |      |           |      |    |
