
---------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |           Lower level            |           Upper level            |Type|
           353.336   |   1900 | 9.1e+06   | D    |    0.224328    -     3.732291   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* |    |
           356.089   |   1100 | 2.3e+07   | C    |    0.629323    -     4.110160   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           356.938   |   8800 | 1.5e+08   | C    |    0.922741    -     4.395309   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           357.496   |   1600 | 1.5e+07   | C+   |    0.581508    -     4.048642   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           357.536   |   2500 | 9.6e+06   | C    |    0.101171    -     3.567927   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
           358.516   |   1000 | 7.1e+06   | C+   |    0.513624    -     3.970904   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           358.719   |   6700 | 1.4e+08   | C    |    1.049007    -     4.504328   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2F* |    |
           359.487   |   1900 | 9.2e+06   | C    |    0.174426    -     3.622368   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           360.208   |   1600 | 1.0e+07   | C    |    0.224328    -     3.665366   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
           362.781   |   1000 | 4.7e+06   | C    |    0.513624    -     3.930260   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2G* |    |
           374.550   |   1100 | 7.5e+06   | C    |    0.922741    -     4.232026   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2G* |    |
           384.205   |   1400 | 1.3e+07   | C    |    0.922741    -     4.148862   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2D* |    |
           384.547   |   6900 | 4.6e+07   | C+   |    0.922741    -     4.145997   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           387.312   |   5500 | 1.2e+07   | C+   |    0.431815    -     3.632057   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           387.396   |   2800 | 1.0e+07   | C    |    0.513624    -     3.713173   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           389.408   |   7900 | 6.9e+07   | C    |    1.049007    -     4.232026   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2G* |    |
           393.597   |   1500 | 6.2e+06   | C+   |    0.922741    -     4.071888   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           399.531   |   6000 | 2.5e+07   | C+   |    0.922741    -     4.025113   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 4G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           399.791   |    970 | 7.0e+06   | C+   |    1.049007    -     4.149363   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | *     |    |
           402.090   |    350 | 3.5e+05   | C    |    0.431815    -     3.514439   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
           404.539   |    370 | 2.4e+06   | C+   |    1.049007    -     4.112972   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | *     |    |
           406.637   |    350 | 1.1e+06   | C    |    0.922741    -     3.970904   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           409.239   |    830 | 5.7e+06   | C+   |    0.922741    -     3.951519   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
