
------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |    Lower level    |    Upper level     |Type|
          |            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------|--------------------|    |
          |             Vac (nm)  |       |           |      |                                   | Conf.      | Term | Conf.       | Term |    |
Cd III    |            162.854    |    25 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            165.187    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            165.563    |    25 |           |      |                                   |            |      |             |      |    |
Cd II     |            166.860    |   100 |           |      |                                   |            |      |             |      |    |
Cd III    |            167.815    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            169.970    |    10 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            170.247    |    50 |           |      |                                   |            |      |             |      |    |
Cd III    |            170.716    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            172.193    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            172.295    |    40 |           |      |                                   |            |      |             |      |    |
Cd II     |            172.441    |    50 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            172.566    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            173.900    |    25 |           |      |                                   |            |      |             |      |    |
Cd III    |            174.569    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            174.767    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            174.815    |    15 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            176.882    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            177.306    |    40 |           |      |                                   |            |      |             |      |    |
Cd II     |            178.584    |   100 |           |      |                                   |            |      |             |      |    |
Cd III    |            178.919    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            179.340    |    75 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            179.610    |    15 |           |      |                                   |            |      |             |      |    |
Cd III    |            180.057    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            182.341    |    40 |           |      |                                   |            |      |             |      |    |
Cd II     |            182.770    |   100 |           |      |                                   |            |      |             |      |    |
Cd III    |            184.466    |    50 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            185.113    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            185.137    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            185.585    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            185.667    |   200 |           |      |                                   |            |      |             |      |    |
Cd III    |            187.408    |   150 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            188.649    |    15 |           |      |                                   |            |      |             |      |    |
Cd III    |            190.348    |    15 |           |      |                                   |            |      |             |      |    |
