
--------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |       Lower level       |         Upper level          |Type|
             Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |-------------------------|------------------------------|    |
              Vac (nm)  |       |           |      |                                     | Conf.            | Term | Conf.                 | Term |    |
             823.300    |   325 | 2.43e+07  | C+   |    12.5416734    -     14.0472008   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
             823.535    |   120 | 4.86e+06  | C+   |    12.5416734    -     14.0467710   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
             842.616    |   120 |           |      |                                     |                  |      |                       |      |    |
             844.625    |   810 | 3.22e+07  | B    |     9.5213634    -     10.9888806   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p      | 3P   |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             844.636    |  1000 | 3.22e+07  | B    |     9.5213634    -     10.9888611   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p      | 3P   |    |
             844.676    |   935 | 3.22e+07  | B    |     9.5213634    -     10.9887918   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p      | 3P   |    |
             882.043    |   325 | 2.93e+07  | B    |    12.7284684    -     14.1337317   | 2s2.2p3.(2D*).3s | 1D*  | 2s2.2p3.(2D*).3p      | 1F   |    |
             905.701    | 160bl |           |      |                                     |                  |      |                       |      |    |
             911.829    |   120 |           |      |                                     |                  |      |                       |      |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             913.471    |    80 |           |      |                                     |                  |      |                       |      |    |
             915.014    |    80 |           |      |                                     |                  |      |                       |      |    |
             915.148    |    80 |           |      |                                     |                  |      |                       |      |    |
             915.601    |   235 |           |      |                                     |                  |      |                       |      |    |
             926.081    |   450 | 4.46e+07  | A    |    10.7402246    -     12.0786630   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             926.084    |   490 | 3.34e+07  | A    |    10.7402246    -     12.0786569   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             926.094    |   450 | 1.56e+07  | A    |    10.7402246    -     12.0786441   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             926.258    |   400 | 1.11e+07  | A    |    10.7404751    -     12.0786569   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             926.267    |   540 | 2.60e+07  | A    |    10.7404751    -     12.0786441   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             926.277    |   590 | 2.97e+07  | A    |    10.7404751    -     12.0786289   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             926.594    |   490 | 1.48e+07  | A    |    10.7409309    -     12.0786289   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             926.601    |   640 | 4.45e+07  | A    |    10.7409309    -     12.0786182   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d      | 5D*  |    |
             939.919    |   185 |           |      |                                     |                  |      |                       |      |    |
             948.116    |   120 |           |      |                                     |                  |      |                       |      |    |
             948.288    | 120bl | 2.34e+07  | B    |    12.7284684    -     14.0355618   | 2s2.2p3.(2D*).3s | 1D*  | 2s2.2p3.(2D*).3p      | 1P   |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             948.743    |   235 |           |      |                                     |                  |      |                       |      |    |
             949.271    |   140 |           |      |                                     |                  |      |                       |      |    |
             949.797    |   265 |           |      |                                     |                  |      |                       |      |    |
             949.930    |   160 |           |      |                                     |                  |      |                       |      |    |
             950.559    |   235 |           |      |                                     |                  |      |                       |      |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             952.196    |   210 |           |      |                                     |                  |      |                       |      |    |
             952.336    |   120 |           |      |                                     |                  |      |                       |      |    |
             952.396    |   120 |           |      |                                     |                  |      |                       |      |    |
             952.828    |   100 |           |      |                                     |                  |      |                       |      |    |
             962.213    |   100 | 5.22e+04  | C+   |    12.7590203    -     14.0472008   | 2s2.2p3.(4S*).4d | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             962.529    |   120 | 1.85e+05  | C+   |    12.7590117    -     14.0467663   | 2s2.2p3.(4S*).4d | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
             967.738    |   160 |           |      |                                     |                  |      |                       |      |    |
             969.466    |    80 | 4.54e+04  | C+   |    11.8376051    -     13.1161459   | 2s2.2p3.(4S*).4s | 5S*  | 2s2.2p3.(4S*).6p      | 5P   |    |
             969.491    |    65 | 4.54e+04  | C+   |    11.8376051    -     13.1161136   | 2s2.2p3.(4S*).4s | 5S*  | 2s2.2p3.(4S*).6p      | 5P   |    |
             974.150    |   235 |           |      |                                     |                  |      |                       |      |    |
