
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                     Observed  |   Rel. |     Aki    | Acc. |                 Ei           Ek                 |      Lower level       |      Upper level       |Type|
          |                    Wavelength |   Int. |     s^-1   |      |                (eV)         (eV)                |------------------------|------------------------|    |
          |                     Vac (nm)  |        |            |      |                                                 | Conf.          | Term  | Conf.          | Term  |    |
B III     |                 119.500       |    40* |            |      |     23.924144          -     [34.297787]        | 1s2.3p         | 2P*   | 1s2.6s         | 2S    |    |
B IV      |                 119.606       |   40d* | 9.4480e+07 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B IV      |                 119.606       |   40d* | 1.0611e+08 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
B IV      |                 119.606       |   40d* | 1.2608e+06 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
B IV      |                 119.606       |   40d* | 1.2612e+08 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
B IV      |                 119.606       |   40d* | 3.1528e+07 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
B IV      |                 119.606       |   40d* | 1.8887e+07 | AAA  |    235.1586            -     245.52443          | 1s.3d          | 3D    | 1s.4p          | 3P*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B II      |                 120.8363      |      4 | 1.8e+08    | C    |     12.264500          -      22.525046         | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
B II      |                 120.8558      |    16* | 2.4e+08    | C    |     12.263448          -      22.522417         | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
B II      |                 120.8558      |    16* | 5.53e+08   | C    |     12.266160          -      22.525046         | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
B II      |                 120.8673      |      4 | 1.84e+08   | C    |     12.264500          -      22.522417         | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
B II      |                 120.8856      |     8* | 7.3e+08    | C    |     12.264500          -      22.52122          | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B II      |                 120.8856      |     8* | 3.1e+08    | C    |     12.266160          -      22.522417         | 1s2.2p2        | 3P    | 1s2.2p.3s      | 3P*   |    |
B II      |                 121.0705      |      2 | 1.05e+08   | B    |     12.6913654         -      22.93189          | 1s2.2p2        | 1D    | 1s2.2s.5f      | 1F*   |    |
B III     |                 121.320       |    70* | 1.632e+08  | AA   |     24.309426          -     [34.528996]        | 1s2.3d         | 2D    | 1s2.6f         | 2F*   |    |
B III     |                 121.320       |    70* | 1.165e+07  | AA   |     24.309788          -     [34.528996]        | 1s2.3d         | 2D    | 1s2.6f         | 2F*   |    |
B III     |                 121.320       |    70* | 1.749e+08  | AA   |     24.309788          -     [34.528996]        | 1s2.3d         | 2D    | 1s2.6f         | 2F*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B V       |                 121.505       |  60bl* |            |      |   (326.618019390)      -    (336.824562224)     | 5s             | 2S    | 10p            | 2P*   |    |
B IV      |                 121.505       |  60bl* |            |      |    245.76527           -     255.97019          | 1s.4f          | 3F*   | 1s.8g          | 1,3G  |    |
B IV      |                 121.505       |  60bl* |            |      |    245.76527           -     255.97019          | 1s.4f          | 3F*   | 1s.8g          | 1,3G  |    |
B IV      |                 121.505       |  60bl* |            |      |    245.76527           -     255.97019          | 1s.4f          | 3F*   | 1s.8g          | 1,3G  |    |
B V       |                 121.505       |  60bl* |            |      |   (326.619724830)      -    (336.824637351)     | 5d             | 2D    | 10f            | 2F*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B V       |                 121.505       |  60bl* |            |      |   (326.619727906)      -    (336.824637490)     | 5p             | 2P*   | 10d            | 2D    |    |
B V       |                 121.505       |  60bl* |            |      |   (326.620329029)      -    (336.8246751045)    | 5f             | 2F*   | 10g            | 2G    |    |
B V       |                 121.505       |  60bl* |            |      |   (326.620330120)      -    (336.824675176)     | 5d             | 2D    | 10f            | 2F*   |    |
B V       |                 121.505       |  60bl* |            |      |   (326.620631058)      -    (336.8246977545)    | 5g             | 2G    | 10h            | 2H*   |    |
B V       |                 121.505       |  60bl* |            |      |   (326.620631625)      -    (336.8246977985)    | 5f             | 2F*   | 10g            | 2G    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B V       |                 121.505       |  60bl* |            |      |   (326.620812611)      -    (336.8247128837)    | 5g             | 2G    | 10h            | 2H*   |    |
B IV      |                 122.150       |     50 |            |      |    235.3490            -     245.49905          | 1s.3p          | 1P*   | 1s.4s          | 1S    |    |
B III     |                 122.41        |    10* |            |      |    220.67444           -     230.8035           | 1s.2s.(3S).3p  | 4P*   | 1s.2s.(3S).5s  | 4S    |    |
B III     |                 122.41        |    10* |            |      |    220.67459           -     230.8035           | 1s.2s.(3S).3p  | 4P*   | 1s.2s.(3S).5s  | 4S    |    |
B III     |                 122.41        |    10* |            |      |    220.67540           -     230.8035           | 1s.2s.(3S).3p  | 4P*   | 1s.2s.(3S).5s  | 4S    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B II      |                 123.0160      |      5 | 1.36e+09   | A    |      9.1000071         -      19.178634         | 1s2.2s.2p      | 1P*   | 1s2.2s.3d      | 1D    |    |
B III     |                 125.120       |     13 |            |      |    226.04999           -     235.9587           | 1s.2p.(3P*).3d | 4F*   | 1s.2p.(3P*).5f | 4G    |    |
B II      |                 125.938       |     15 | 1.91e+08   | B    |     12.6913654         -      22.53607          | 1s2.2p2        | 1D    | 1s2.2s.5p      | 1P*   |    |
B III     |                 127.560       |     14 |            |      |    221.85944           -     231.57825          | 1s.2s.(3S).3d  | 4D    | 1s.2s.(3S).5f  | 4F*   |    |
B II      |                 129.12        |     a* |            |      |     15.827970          -      25.4300           | 1s2.2p2        | 1S    | 1s2.2p.3d      | 1P*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B III     |                 129.68        |      7 |            |      |    226.36935           -     235.9301           | 1s.2p.(3P*).3d | 2D*   | 1s.2p.(3P*).5f | 2F    |    |
B III     |                 130.866       |    10? |            |      |    218.65175           -     228.1257           | 1s.2s.(3S).3s  | 4S    | 1s.2s.(3S).4p  | 4P*   |    |
B IV      |                 131.877       |    30* |            |      |    245.52443           -     254.9259           | 1s.4p          | 3P*   | 1s.7d          | 3D    |    |
B IV      |                 131.877       |    30* |            |      |    245.52443           -     254.9259           | 1s.4p          | 3P*   | 1s.7d          | 3D    |    |
B IV      |                 131.877       |    30* |            |      |    245.52443           -     254.9259           | 1s.4p          | 3P*   | 1s.7d          | 3D    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B II      |                 132.392       |        |            |      |    194.147+x           -     203.5117+x         | 1s.2s.2p2      | 5P    | 1s.2p3         | 5S*   |    |
B IV      |                 135.142       |   110* |            |      |    245.75369           -     254.92862          | 1s.4d          | 3D    | 1s.7f          | 1,3F* |    |
B IV      |                 135.142       |   110* |            |      |    245.75369           -     254.92862          | 1s.4d          | 3D    | 1s.7f          | 1,3F* |    |
B IV      |                 135.142       |   110* |            |      |    245.75369           -     254.92862          | 1s.4d          | 3D    | 1s.7f          | 1,3F* |    |
