
---------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |    Rel. |    Aki    | Acc. |        Ei           Ek         |    Lower level     |       Upper level       |Type|
          |          Wavelength |    Int. |    s^-1   |      |       (eV)         (eV)        |--------------------|-------------------------|    |
          |           Vac (nm)  |         |           |      |                                | Conf.       | Term | Conf.          | Term   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           233.129   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           233.198   |     690 |           |      |                                |             |      |                |        |    |
Ta II     |           233.219   |     550 |           |      |                                |             |      |                |        |    |
Ta II     |           233.413   |     110 |           |      |                                |             |      |                |        |    |
Ta II     |           233.488   |     180 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           233.575   |     140 |           |      |                                |             |      |                |        |    |
Ta II     |           233.828   |     300 |           |      |                                |             |      |                |        |    |
Ta II     |           234.094   |     200 |           |      |                                |             |      |                |        |    |
Ta II     |           234.161   |     200 |           |      |                                |             |      |                |        |    |
Ta II     |           234.364   |     130 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           234.642   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           235.199   |      90 |           |      |                                |             |      |                |        |    |
Ta II     |           235.386   |     170 |           |      |                                |             |      |                |        |    |
Ta II     |           235.522   |     120 |           |      |                                |             |      |                |        |    |
Ta II     |           235.605   |     170 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           235.690   |     140 |           |      |                                |             |      |                |        |    |
Ta I      |           235.730   |     250 |           |      |                                |             |      |                |        |    |
Ta II     |           235.916   |     170 |           |      |                                |             |      |                |        |    |
Ta I      |           236.109   |     260 |           |      |                                |             |      |                |        |    |
Ta II     |           236.278   |     160 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           236.332   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           236.424   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           236.724   |      50 |           |      |                                |             |      |                |        |    |
Ta II     |           236.932   |     150 |           |      |                                |             |      |                |        |    |
Ta II     |           237.076   |     300 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           237.158   |     320 |           |      |                                |             |      |                |        |    |
Ta II     |           237.394   |     100 |           |      |                                |             |      |                |        |    |
Ta I      |           237.591   |      70 |           |      |                                |             |      |                |        |    |
Ta II     |           237.831   |     150 |           |      |                                |             |      |                |        |    |
Ta II     |           238.113   |     440 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           238.152   |     240 |           |      |                                |             |      |                |        |    |
Ta II     |           238.372   |     170 |           |      |                                |             |      |                |        |    |
Ta II     |           238.428   |     240 |           |      |                                |             |      |                |        |    |
Ta I      |           238.573   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           238.706   |    1400 |           |      |   0.547477    -     5.739857   | 5d3.(4F).6s | a 5F |                | 462*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           238.837   |      80 |           |      |                                |             |      |                |        |    |
Ta II     |           238.911   |     160 |           |      |                                |             |      |                |        |    |
Ta I      |           239.630   |      70 |           |      |                                |             |      |                |        |    |
Ta I      |           239.915   |     110 |           |      |                                |             |      |                |        |    |
Ta II     |           239.992   |      50 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           240.063   |    2400 |           |      |   0.767055    -     5.930133   | 5d3.(4F).6s | a 5F |                | 478*   |    |
Ta II     |           240.213   |     140 |           |      |                                |             |      |                |        |    |
Ta II     |           240.368   |     100 |           |      |                                |             |      |                |        |    |
Ta I      |           240.655   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           240.826   |     130 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           241.432   |     120 |           |      |                                |             |      |                |        |    |
Ta II     |           241.521   |     240 |           |      |                                |             |      |                |        |    |
Ta II     |           241.689   |     320 |           |      |                                |             |      |                |        |    |
Ta II     |           241.786   |     220 |           |      |                                |             |      |                |        |    |
Ta II     |           241.877   |     150 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           242.103   |     140 |           |      |                                |             |      |                |        |    |
Ta II     |           242.185   |     150 |           |      |                                |             |      |                |        |    |
Ta II     |           242.348   |     170 |           |      |                                |             |      |                |        |    |
Ta II     |           242.591   |     130 |           |      |                                |             |      |                |        |    |
Ta I      |           242.764   |     360 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           242.971   |     360 |           |      |                                |             |      |                |        |    |
Ta II     |           243.106   |     170 |           |      |                                |             |      |                |        |    |
Ta II     |           243.270   |     480 |           |      |                                |             |      |                |        |    |
Ta II     |           243.359   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           243.651   |     130 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           243.707   |     110 |           |      |                                |             |      |                |        |    |
Ta II     |           243.864   |     110 |           |      |                                |             |      |                |        |    |
Ta I      |           243.991   |     200 |           |      |                                |             |      |                |        |    |
Ta I      |           244.239   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           244.413   |     100 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           244.717   |     100 |           |      |                                |             |      |                |        |    |
Ta I      |           245.448   |     100 |           |      |                                |             |      |                |        |    |
Ta I      |           245.868   |     100 |           |      |                                |             |      |                |        |    |
Ta I      |           246.055   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           246.382   |     160 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           246.699   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           246.737   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           247.090   |     380 |           |      |                                |             |      |                |        |    |
Ta I      |           247.138   |     120 |           |      |                                |             |      |                |        |    |
Ta I      |           247.213   |     120 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           247.313   |     150 |           |      |                                |             |      |                |        |    |
Ta II     |           247.331   |     120 |           |      |                                |             |      |                |        |    |
Ta I      |           247.462   |     600 |           |      |                                |             |      |                |        |    |
Ta I      |           247.533   |     120 |           |      |                                |             |      |                |        |    |
Ta II     |           247.667   |     200 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           247.822   |     150 |           |      |                                |             |      |                |        |    |
Ta II     |           248.186   |     120 |           |      |                                |             |      |                |        |    |
Ta I      |           248.210   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           248.258   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           248.404   |     100 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           248.495   |     500 |           |      |                                |             |      |                |        |    |
Ta I      |           248.670   |     120 |           |      |                                |             |      |                |        |    |
Ta II     |           248.870   |     600 |           |      |                                |             |      |                |        |    |
Ta I      |           249.046   |     500 |           |      |                                |             |      |                |        |    |
Ta I      |           250.445   |     600 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           250.745   |     600 |           |      |                                |             |      |                |        |    |
Ta I      |           251.265   |     240 |           |      |                                |             |      |                |        |    |
Ta I      |           252.635   |  1200bl |           |      |                                |             |      |                |        |    |
Ta II     |           253.212   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           254.549   |     240 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           254.680   |     240 |           |      |                                |             |      |                |        |    |
Ta I      |           255.107   |   460bl |           |      |                                |             |      |                |        |    |
Ta II     |           255.462   |     460 |           |      |                                |             |      |                |        |    |
Ta I      |           255.505   |     240 |           |      |                                |             |      |                |        |    |
Ta I      |           255.943   |    1200 |           |      |   0.00000     -     4.842763   | 5d3.6s2     | a 4F |                | 390*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           256.210   |     460 |           |      |                                |             |      |                |        |    |
Ta II     |           257.151   |     340 |           |      |                                |             |      |                |        |    |
Ta I      |           257.354   |     430 |           |      |                                |             |      |                |        |    |
Ta I      |           257.379   |     390 |           |      |                                |             |      |                |        |    |
Ta II     |           257.737   |     600 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           257.778   |     340 |           |      |                                |             |      |                |        |    |
Ta I      |           258.016   |     210 |           |      |                                |             |      |                |        |    |
Ta II     |           258.403   |     340 |           |      |                                |             |      |                |        |    |
Ta I      |           259.308   |     430 |           |      |                                |             |      |                |        |    |
Ta II     |           259.366   |     410 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           259.425   |     310 |           |      |                                |             |      |                |        |    |
Ta I      |           259.526   |     560 |           |      |                                |             |      |                |        |    |
Ta II     |           259.645   |    310l |           |      |                                |             |      |                |        |    |
Ta I      |           260.014   |     220 |           |      |                                |             |      |                |        |    |
Ta II     |           260.349   |     600 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           260.863   |    1400 |           |      |   0.249221    -     5.000658   | 5d3.6s2     | a 4F |                | 403*   |    |
Ta I      |           260.900   |     210 |           |      |                                |             |      |                |        |    |
Ta I      |           261.134   |   310bl |           |      |                                |             |      |                |        |    |
Ta I      |           261.546   |     340 |           |      |                                |             |      |                |        |    |
Ta I      |           261.566   |     310 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
